车次,列车类型,始发站,始发时间,经过站,经过站,经过站,终点站,到达时间
,,,,,到达时间,发车时间,,
K8481,快速,阜阳,20:30,上海,第2日06:03,6:03,上海,6:03
K8482,快速,上海,21:58,上海,当天----,21:58,阜阳,7:23
K8484,快速,阜阳,20:30,上海,第2日06:03,6:03,上海,6:03
K849,快速,保定,14:35,上海,第2日13:55,13:55,上海,13:55
K850,快速,上海,12:24,上海,当天----,12:24,保定,11:54
K852,快速,保定,14:35,上海,第2日13:55,13:55,上海,13:55
T109,特快,北京,20:05,上海,第2日11:00,11:00,上海,11:00
T110,特快,上海,17:57,上海,当天----,17:57,北京,10:08
T115,特快,兰州,11:16,上海,第2日13:30,13:30,上海,13:30
T116,特快,上海,15:33,上海,当天----,15:33,兰州,16:05
T117,特快,上海,15:33,上海,当天----,15:33,兰州,16:05
T118,特快,兰州,11:16,上海,第2日13:30,13:30,上海,13:30
T131,特快,大连,11:41,上海,第2日12:42,12:42,上海,12:42
T132,特快,上海,14:13,上海,当天----,14:13,大连,15:14
T133,特快,上海,14:13,上海,当天----,14:13,大连,15:14
Z100,直特,香港红磡,15:15,上海,第2日10:37,10:37,上海,10:37
Z163,直特,拉萨,11:30,上海,第3日11:51,11:51,上海,11:51
Z164,直特,上海,20:08,上海,当天----,20:08,拉萨,19:35
Z165,直特,上海,20:08,上海,当天----,20:08,拉萨,19:35
Z166,直特,拉萨,11:30,上海,第3日11:51,11:51,上海,11:51
Z171,直特,哈尔滨西,12:52,上海,第2日12:56,12:56,上海,12:56
Z172,直特,上海,18:56,上海,当天----,18:56,哈尔滨西,18:39
Z173,直特,上海,18:56,上海,当天----,18:56,哈尔滨西,18:39
Z174,直特,哈尔滨西,12:52,上海,第2日12:56,12:56,上海,12:56
Z195,直特,太原,19:58,上海,第2日09:54,9:54,上海,9:54
Z196,直特,上海,18:24,上海,当天----,18:24,太原,8:14
Z197,直特,上海,18:24,上海,当天----,18:24,太原,8:14
Z198,直特,太原,19:58,上海,第2日09:54,9:54,上海,9:54
Z215,直特,兰州,14:40,上海,第2日14:54,14:54,上海,14:54
Z216,直特,上海,18:36,上海,当天----,18:36,兰州,17:19
Z217,直特,上海,18:36,上海,当天----,18:36,兰州,17:19
Z218,直特,兰州,14:40,上海,第2日14:54,14:54,上海,14:54
Z251,直特,西安,21:35,上海,第2日12:50,12:50,上海,12:50
Z252,直特,上海,15:52,上海,当天----,15:52,西安,7:57
Z253,直特,上海,15:52,上海,当天----,15:52,西安,7:57
Z254,直特,西安,21:35,上海,第2日12:50,12:50,上海,12:50
Z267,直特,呼和浩特,10:23,上海,第2日12:05,12:05,上海,12:05
Z268,直特,上海,14:54,上海,当天----,14:54,呼和浩特,17:58
Z269,直特,上海,14:54,上海,当天----,14:54,呼和浩特,17:58
Z270,直特,呼和浩特,10:23,上海,第2日12:05,12:05,上海,12:05
Z303,直特,伊宁,14:08,上海,第3日16:10,16:10,上海,16:10
Z304,直特,上海,21:05,上海,当天----,21:05,伊宁,22:08
Z305,直特,上海,21:05,上海,当天----,21:05,伊宁,22:08
Z306,直特,伊宁,14:08,上海,第3日16:10,16:10,上海,16:10
Z375,直特,西宁,22:55,上海,第3日05:29,5:29,上海,5:29
Z376,直特,上海,8:57,上海,当天----,8:57,西宁,13:26
Z377,直特,上海,8:57,上海,当天----,8:57,西宁,13:26
Z378,直特,西宁,22:55,上海,第3日05:29,5:29,上海,5:29
Z39,直特,乌鲁木齐,19:32,上海,第3日11:59,11:59,上海,11:59
Z40,直特,上海,19:41,上海,当天----,19:41,乌鲁木齐,11:10
Z41,直特,上海,19:41,上海,当天----,19:41,乌鲁木齐,11:10
Z42,直特,乌鲁木齐,19:32,上海,第3日11:59,11:59,上海,11:59
Z91,直特,西安,16:46,上海,第2日08:11,8:11,上海,8:11
Z92,直特,上海,18:03,上海,当天----,18:03,西安,9:29
Z93,直特,上海,18:03,上海,当天----,18:03,西安,9:29
Z94,直特,西安,16:46,上海,第2日08:11,8:11,上海,8:11
Z99,直特,上海,17:45,上海,当天----,17:45,广州东,10:06
