车次,列车类型,始发站,始发时间,经过站,经过站,经过站,终点站,到达时间
,,,,,到达时间,发车时间,,
K598,快速,包头,16:53,郑州,第2日13:53,14:15,广州,10:52
K599,快速,包头,16:53,郑州,第2日13:53,14:15,广州,10:52
K60,快速,西安,14:16,郑州,当天22:00,22:24,南通,13:30
K600,快速,广州,15:09,郑州,第2日11:26,11:49,包头,9:23
K605,快速,西安,13:23,郑州,当天20:50,21:22,杭州,10:48
K606,快速,杭州,12:35,郑州,第2日01:15,1:38,西安,10:09
K607,快速,杭州,12:35,郑州,第2日01:15,1:38,西安,10:09
K608,快速,西安,13:23,郑州,当天20:50,21:22,杭州,10:48
K62,快速,南通,16:55,郑州,第2日06:22,6:49,西安,13:53
K635,快速,北京西,8:42,郑州,当天17:08,17:23,玉溪,6:48
K636,快速,玉溪,21:40,郑州,第3日13:18,13:30,北京西,22:03
K637,快速,玉溪,21:40,郑州,第3日13:18,13:30,北京西,22:03
K638,快速,北京西,8:42,郑州,当天17:08,17:23,玉溪,6:48
K715,快速,大连,13:36,郑州,第2日13:30,13:30,郑州,13:30
K716,快速,郑州,14:41,郑州,当天----,14:41,大连,15:04
K717,快速,郑州,14:41,郑州,当天----,14:41,大连,15:04
K718,快速,大连,13:36,郑州,第2日13:30,13:30,郑州,13:30
K735,快速,上海,14:04,郑州,第2日04:29,5:06,洛阳,7:06
K736,快速,洛阳,19:34,郑州,当天21:33,21:55,上海,12:35
K737,快速,洛阳,19:34,郑州,当天21:33,21:55,上海,12:35
K738,快速,上海,14:04,郑州,第2日04:29,5:06,洛阳,7:06
K741,快速,厦门北,19:38,郑州,第2日17:33,17:33,郑州,17:33
K742,快速,郑州,12:45,郑州,当天----,12:45,厦门北,12:01
K743,快速,郑州,12:45,郑州,当天12:45,12:45,厦门北,12:01
K744,快速,厦门北,19:38,郑州,第2日17:33,17:33,郑州,17:33
K7959,快速,安阳,8:43,郑州,当天11:08,11:08,郑州,11:08
K7960,快速,郑州,12:07,郑州,当天----,12:07,安阳,15:12
K7966,快速,濮阳,15:48,郑州,当天19:54,19:54,郑州,19:54
K7967,快速,濮阳,15:48,郑州,当天19:54,19:54,郑州,19:54
K7968,快速,郑州,10:02,郑州,当天----,10:02,濮阳,14:06
K7993,快速,新乡,12:50,郑州,当天13:51,13:51,郑州,13:51
K7994,快速,郑州,14:05,郑州,当天14:05,14:05,新乡,15:08
K8002,快速,郑州,13:08,郑州,当天----,13:08,商丘,15:36
K8003,快速,商丘,19:52,郑州,当天23:24,23:24,郑州,23:24
K8004,快速,南阳,9:36,郑州,当天16:32,16:50,新乡,17:53
K8005,快速,商丘,11:22,郑州,当天14:04,14:21,南阳,19:57
K8006,快速,新乡,6:05,郑州,当天07:08,7:46,商丘,10:27
K8035,快速,新乡,19:15,郑州,当天20:13,20:13,郑州,20:13
K8036,快速,郑州,6:59,郑州,当天----,6:59,新乡,8:00
K817,快速,北京西,8:01,郑州,当天17:16,17:32,成都,12:30
K818,快速,成都,19:06,郑州,第2日13:04,13:24,北京西,21:06
K819,快速,北京西,21:23,郑州,第2日05:40,5:57,重庆西,23:50
K820,快速,重庆西,9:14,郑州,第2日04:46,5:06,北京西,15:13
K911,快速,青岛,11:01,郑州,第2日02:20,2:35,西安,10:35
K912,快速,西安,12:12,郑州,当天19:48,19:58,青岛,10:59
K913,快速,西安,12:12,郑州,当天19:48,19:58,青岛,10:59
K914,快速,青岛,11:01,郑州,第2日02:20,2:35,西安,10:35
K925,快速,海拉尔,21:34,郑州,第3日13:56,13:56,郑州,13:56
K926,快速,郑州,15:24,郑州,当天----,15:24,海拉尔,5:06
K927,快速,郑州,15:24,郑州,当天----,15:24,海拉尔,5:06
K928,快速,海拉尔,21:34,郑州,第3日13:56,13:56,郑州,13:56
K965,快速,怀化,22:50,郑州,第2日19:00,19:20,北京,4:06
K966,快速,北京,8:37,郑州,当天17:58,18:12,怀化,15:42
K967,快速,北京,8:37,郑州,当天17:58,18:12,怀化,15:42
K968,快速,怀化,22:50,郑州,第2日19:00,19:20,北京,4:06
K973,快速,哈尔滨西,14:39,郑州,第2日20:08,20:40,襄阳,8:45
K974,快速,襄阳,13:20,郑州,当天01:48,2:05,哈尔滨西,7:48
K975,快速,襄阳,13:20,郑州,当天01:48,2:05,哈尔滨西,7:48
K976,快速,哈尔滨西,14:39,郑州,第2日20:08,20:40,襄阳,8:45
T10,特快,重庆西,10:20,郑州,第2日04:10,4:31,北京西,11:12
T111,特快,兰州,14:05,郑州,第2日06:01,6:08,杭州,18:54
T112,特快,杭州,10:23,郑州,当天22:54,23:02,兰州,12:52
T113,特快,杭州,10:23,郑州,当天22:54,23:02,兰州,12:52
T114,特快,兰州,14:05,郑州,第2日06:01,6:08,杭州,18:54
T115,特快,兰州,11:16,郑州,第2日03:03,3:13,上海,13:30
T116,特快,上海,15:33,郑州,第2日01:49,2:10,兰州,16:05
T117,特快,上海,15:33,郑州,第2日01:49,2:10,兰州,16:05
T118,特快,兰州,11:16,郑州,第2日03:03,3:13,上海,13:30
T121,特快,广州,17:42,郑州,第2日10:54,11:31,长春,6:49
T122,特快,长春,21:28,郑州,第2日16:42,17:04,广州,10:40
T123,特快,长春,21:28,郑州,第2日16:42,17:04,广州,10:40
T124,特快,广州,17:42,郑州,第2日10:54,11:31,长春,6:49
T145,特快,北京,12:37,郑州,当天20:00,20:10,南昌,10:34
T146,特快,南昌,12:10,郑州,第2日02:48,3:06,北京,11:18
T147,特快,南昌,12:10,郑州,第2日02:48,3:06,北京,11:18
T148,特快,北京,12:37,郑州,当天20:00,20:10,南昌,10:34
T167,特快,北京西,14:16,郑州,当天21:26,21:36,南昌,7:08
T168,特快,南昌,19:20,郑州,第2日05:15,5:32,北京西,13:05
T197,特快,郑州,20:54,郑州,当天----,20:54,乌鲁木齐,8:51
T198,特快,乌鲁木齐,18:40,郑州,第3日07:05,7:05,郑州,7:05
T252,特快,天津,12:33,郑州,当天22:37,22:46,广州,15:46
T253,特快,天津,12:33,郑州,当天22:37,22:46,广州,15:46
T254,特快,广州,19:36,郑州,第2日12:13,12:21,天津,22:00
T288,特快,北京西,22:00,郑州,第2日04:50,4:56,南宁,5:05
T289,特快,北京西,22:00,郑州,第2日04:50,4:56,南宁,5:05
T290,特快,南宁,12:08,郑州,第2日11:17,11:25,北京西,18:10
T3037,特快,北京西,0:50,郑州,当天08:20,8:42,汉口,13:36
T3038,特快,汉口,8:50,郑州,当天15:16,15:35,北京西,23:40
T3039,特快,北京西,3:35,郑州,当天10:31,10:44,汉口,16:48
T3040,特快,汉口,7:20,郑州,当天13:50,14:03,北京西,22:16
T325,特快,郑州,18:41,郑州,当天----,18:41,宁波,11:48
T326,特快,宁波,14:10,郑州,第2日06:00,6:00,郑州,6:00
T327,特快,宁波,14:10,郑州,第2日06:00,6:00,郑州,6:00
T328,特快,郑州,18:41,郑州,当天----,18:41,宁波,11:48
T367,特快,广州,13:22,郑州,第2日07:09,7:30,大连,6:07
T368,特快,大连,15:31,郑州,第2日11:23,11:44,广州,5:18
T369,特快,大连,15:31,郑州,第2日11:23,11:44,广州,5:18
T370,特快,广州,13:22,郑州,第2日07:09,7:30,大连,6:07
T49,特快,北京西,15:11,郑州,当天22:56,23:16,宜昌东,9:15
T50,特快,宜昌东,19:15,郑州,第2日06:25,6:53,北京西,14:00
T6551,特快,郑州,9:36,郑州,当天----,9:36,邓州,14:30
T6552,特快,邓州,17:03,郑州,当天22:15,22:15,郑州,22:15
T9,快速,北京西,15:05,郑州,当天22:29,22:55,重庆西,16:15
Z1,直特,北京西,18:00,郑州,当天23:53,23:59,长沙,8:05
Z105,直特,济南,22:02,郑州,第2日04:44,4:52,乌鲁木齐,11:44
Z106,直特,乌鲁木齐,17:45,郑州,第3日01:29,1:37,济南,8:16
Z11,直特,广州东,17:13,郑州,第2日08:55,9:17,沈阳北,22:37
Z12,直特,沈阳北,6:38,郑州,当天21:41,22:06,广州东,13:45
Z13,直特,沈阳北,6:38,郑州,当天21:41,22:06,广州东,13:45
Z135,直特,广州,8:32,郑州,第2日01:15,1:23,乌鲁木齐,8:35
Z136,直特,乌鲁木齐,19:52,郑州,第3日04:39,4:49,广州,21:11
Z137,直特,乌鲁木齐,19:52,郑州,第3日04:39,4:49,广州,21:11
Z138,直特,广州,8:32,郑州,第2日01:15,1:23,乌鲁木齐,8:35
Z14,直特,广州东,17:13,郑州,第2日08:55,9:17,沈阳北,22:37
Z145,直特,深圳东,18:22,郑州,第2日13:19,13:19,郑州,13:19
Z146,直特,郑州,20:13,郑州,当天----,20:13,深圳东,15:08
Z147,直特,郑州,20:13,郑州,当天20:13,20:13,深圳东,15:08
Z148,直特,深圳东,18:22,郑州,第2日13:19,13:19,郑州,13:19
Z149,直特,北京西,8:36,郑州,当天14:58,15:08,贵阳,11:31
Z150,直特,贵阳,18:31,郑州,第2日15:04,15:14,北京西,21:38
Z161,直特,北京西,12:34,郑州,当天18:38,18:47,昆明,22:31
Z162,直特,昆明,21:08,郑州,第2日00:52,0:58,北京西,6:52
Z163,直特,拉萨,11:30,郑州,第3日02:50,2:58,上海,11:51
Z164,直特,上海,20:08,郑州,第2日05:07,5:14,拉萨,19:35
Z165,直特,上海,20:08,郑州,第2日05:07,5:14,拉萨,19:35
Z166,直特,拉萨,11:30,郑州,第3日02:50,2:58,上海,11:51
Z167,直特,青岛,14:03,郑州,第2日01:36,1:51,广州东,18:51
Z168,直特,广州东,22:56,郑州,第2日16:19,16:43,青岛,5:22
Z169,直特,广州东,22:56,郑州,第2日16:19,16:43,青岛,5:22
Z170,直特,青岛,14:03,郑州,第2日01:36,1:51,广州东,18:51
Z189,直特,郑州,16:40,郑州,当天----,16:40,广州,9:16
Z190,直特,广州,15:50,郑州,第2日07:56,7:56,郑州,7:56
Z2,直特,长沙,17:44,郑州,第2日01:57,2:03,北京西,8:16
Z201,直特,北京西,17:54,郑州,当天23:47,23:53,三亚,8:12
Z202,直特,三亚,17:35,郑州,第2日00:46,0:52,北京西,6:46
Z215,直特,兰州,14:40,郑州,第2日05:24,5:33,上海,14:54
Z216,直特,上海,18:36,郑州,第2日03:18,3:26,兰州,17:19
Z217,直特,上海,18:36,郑州,第2日03:18,3:26,兰州,17:19
Z218,直特,兰州,14:40,郑州,第2日05:24,5:33,上海,14:54
Z235,直特,哈尔滨西,21:39,郑州,第2日15:39,15:58,广州东,8:16
Z236,直特,广州东,19:58,郑州,第2日12:38,12:56,哈尔滨西,6:49
Z237,直特,广州东,19:58,郑州,第2日12:38,12:56,哈尔滨西,6:49
Z238,直特,哈尔滨西,21:39,郑州,第2日15:39,15:58,广州东,8:16
Z251,直特,西安,21:35,郑州,第2日03:40,3:47,上海,12:50
Z252,直特,上海,15:52,郑州,第2日01:42,1:50,西安,7:57
Z253,直特,上海,15:52,郑州,第2日01:42,1:50,西安,7:57
Z254,直特,西安,21:35,郑州,第2日03:40,3:47,上海,12:50
Z263,直特,拉萨,12:55,郑州,第3日03:59,4:07,广州,20:00
Z264,直特,广州,11:52,郑州,第2日03:33,3:40,拉萨,16:45
Z265,直特,广州,11:52,郑州,第2日03:33,3:40,拉萨,16:45
Z266,直特,拉萨,12:55,郑州,第3日03:59,4:07,广州,19:50
Z271,直特,西宁,22:35,郑州,第2日17:00,17:10,青岛,4:50
Z272,直特,青岛,13:44,郑州,当天01:08,1:16,西宁,17:31
Z273,直特,青岛,13:44,郑州,当天01:08,1:16,西宁,17:31
Z274,直特,西宁,22:35,郑州,第2日17:00,17:10,青岛,4:50
Z285,直特,北京西,21:08,郑州,第2日03:03,3:09,南宁,21:01
Z286,直特,南宁,17:27,郑州,第2日11:00,11:10,北京西,17:03
Z291,直特,乌鲁木齐,20:11,郑州,第3日05:31,5:50,汉口,11:00
Z292,直特,汉口,17:34,郑州,当天22:36,22:47,乌鲁木齐,7:52
Z293,直特,汉口,17:34,郑州,当天22:36,22:47,乌鲁木齐,7:52
Z294,直特,乌鲁木齐,20:11,郑州,第3日05:31,5:50,汉口,11:00
Z303,直特,伊宁,14:08,郑州,第3日05:55,6:02,上海,16:10
Z304,直特,上海,21:05,郑州,第2日06:37,6:43,伊宁,22:08
Z305,直特,上海,21:05,郑州,第2日06:37,6:43,伊宁,22:08
Z306,直特,伊宁,14:08,郑州,第3日05:55,6:02,上海,16:10
Z335,直特,包头,8:58,郑州,第2日02:27,2:33,南宁,21:27
Z336,直特,南宁,8:42,郑州,第2日03:39,3:46,包头,23:20
Z337,直特,南宁,8:42,郑州,第2日03:39,3:46,包头,23:20
Z338,直特,包头,8:58,郑州,第2日02:27,2:33,南宁,21:27
Z35,直特,北京西,11:49,郑州,当天17:33,17:42,广州,9:05
Z36,直特,广州,16:28,郑州,第2日07:50,7:58,北京西,13:44
Z375,直特,西宁,22:55,郑州,第2日17:10,17:32,上海,5:29
Z376,直特,上海,8:57,郑州,当天20:18,20:40,西宁,13:26
Z377,直特,上海,8:57,郑州,当天20:18,20:40,西宁,13:26
Z378,直特,西宁,22:55,郑州,第2日17:10,17:32,上海,5:29
Z39,直特,乌鲁木齐,19:32,郑州,第3日02:57,3:05,上海,11:59
Z40,直特,上海,19:41,郑州,第2日04:53,5:00,乌鲁木齐,11:10
Z41,直特,上海,19:41,郑州,第2日04:53,5:00,乌鲁木齐,11:10
Z4176,直特,武昌,12:00,郑州,当天17:39,17:47,北京,1:25
Z4177,直特,北京西,23:50,郑州,第2日06:57,7:15,武昌,12:36
Z4178,直特,武昌,13:37,郑州,当天18:20,18:35,北京西,0:58
Z4189,直特,郑州,9:20,郑州,当天----,9:20,广州,4:15
Z4190,直特,广州,10:55,郑州,第2日08:12,8:12,郑州,8:12
Z42,直特,乌鲁木齐,19:32,郑州,第3日02:57,3:05,上海,11:59
Z49,直特,北京西,11:28,郑州,当天17:27,17:36,成都,8:56
Z5,直特,北京西,16:09,郑州,当天22:01,22:12,南宁,15:34
Z50,直特,成都,11:42,郑州,第2日03:52,3:58,北京西,10:02
Z53,直特,北京西,21:14,郑州,第2日03:33,3:39,昆明,7:39
Z54,直特,昆明,8:08,郑州,第2日11:08,11:17,北京西,17:32
Z6,直特,南宁,10:52,郑州,第2日03:45,3:52,北京西,9:48
Z77,直特,北京西,16:15,郑州,当天22:07,22:18,贵阳,18:42
Z78,直特,贵阳,9:20,郑州,第2日06:03,6:09,北京西,12:12
Z89,直特,石家庄,16:46,郑州,当天20:25,20:32,广州,12:26
Z90,直特,广州,13:46,郑州,第2日05:54,6:03,石家庄,10:02
Z95,直特,北京西,18:06,郑州,当天23:59,0:06,重庆西,17:02
Z96,直特,重庆西,11:54,郑州,第2日04:10,4:16,北京西,10:51
Z97,直特,北京西,12:40,郑州,当天18:25,18:31,广州东,10:00
Z98,直特,广州东,18:10,郑州,第2日09:37,9:44,北京西,15:30
