车次,列车类型,始发站,始发时间,经过站,经过站,经过站,终点站,到达时间
,,,,,到达时间,发车时间,,
G258,高速,武汉,7:11,郑州东,当天09:10,9:14,青岛,14:49
G259,高速,武汉,7:11,郑州东,当天09:10,9:14,青岛,14:49
G26,高速,西安北,9:18,郑州东,当天11:08,11:11,北京西,13:50
G260,高速,青岛,15:15,郑州东,当天21:09,21:12,武汉,23:24
G2625,高速,大连北,8:13,郑州东,当天16:56,17:00,武汉,19:14
G2626,高速,武汉,7:33,郑州东,当天09:47,9:53,大连北,18:41
G2627,高速,武汉,7:33,郑州东,当天09:47,9:53,大连北,18:41
G2628,高速,大连北,8:13,郑州东,当天16:56,17:00,武汉,19:14
G2677,高速,连云港,15:30,郑州东,当天20:11,20:16,西安北,22:22
G2679,高速,盐城,11:17,郑州东,当天14:57,15:01,重庆西,23:00
G2680,高速,重庆西,8:52,郑州东,当天17:40,17:49,盐城,21:32
G2684,高速,威海,9:39,郑州东,当天17:38,17:46,兰州西,23:07
G2685,高速,威海,9:39,郑州东,当天17:38,17:46,兰州西,23:07
G2686,高速,兰州西,7:06,郑州东,当天12:34,12:40,威海,20:26
G2689,高速,盐城,7:05,郑州东,当天11:12,11:41,贵阳北,19:35
G2690,高速,贵阳北,12:30,郑州东,当天19:48,20:08,盐城,23:39
G275,高速,青岛,6:16,郑州东,当天12:38,12:44,广州南,19:15
G276,高速,广州南,6:38,郑州东,当天13:11,13:20,青岛,19:34
G277,高速,广州南,6:38,郑州东,当天13:11,13:20,青岛,19:34
G278,高速,青岛,6:16,郑州东,当天12:38,12:44,广州南,19:15
G279,高速,济南西,7:35,郑州东,当天11:17,11:21,深圳北,18:59
G280,高速,深圳北,7:42,郑州东,当天14:37,14:42,济南西,18:13
G2807,高速,石家庄,7:34,郑州东,当天09:22,9:27,宁波,16:22
G2808,高速,宁波,12:58,郑州东,当天19:30,19:36,石家庄,21:51
G2809,高速,宁波,12:58,郑州东,当天19:30,19:36,石家庄,21:51
G2810,高速,石家庄,7:34,郑州东,当天09:22,9:27,宁波,16:22
G2811,高速,石家庄,8:36,郑州东,当天10:27,10:32,上海虹桥,15:47
G2812,高速,上海虹桥,16:26,郑州东,当天21:38,21:41,石家庄,23:30
G2813,高速,上海虹桥,16:26,郑州东,当天21:38,21:41,石家庄,23:30
G2814,高速,石家庄,8:36,郑州东,当天10:27,10:32,上海虹桥,15:47
G2815,高速,石家庄,8:46,郑州东,当天10:40,10:45,安庆,15:39
G2816,高速,安庆,16:03,郑州东,当天20:54,20:58,石家庄,22:55
G287,高速,青岛,9:31,郑州东,当天16:04,16:07,长沙南,20:07
G288,高速,长沙南,8:00,郑州东,当天11:55,11:58,青岛,18:26
G289,高速,长沙南,8:00,郑州东,当天11:55,11:58,青岛,18:26
G290,高速,青岛,9:31,郑州东,当天16:04,16:07,长沙南,20:07
G292,高速,天津,10:58,郑州东,当天14:46,14:52,长沙南,18:56
G293,高速,天津,10:58,郑州东,当天14:46,14:52,长沙南,18:56
G294,高速,长沙南,8:40,郑州东,当天12:49,12:52,天津,16:56
G305,高速,天津西,10:58,郑州东,当天14:08,14:11,香港西九龙,21:02
G306,高速,香港西九龙,9:48,郑州东,当天16:36,16:39,天津西,19:47
G307,高速,北京西,9:38,郑州东,当天13:01,13:11,成都东,19:36
G308,高速,成都东,10:42,郑州东,当天17:07,17:13,北京西,20:38
G309,高速,北京西,8:18,郑州东,当天11:54,11:57,重庆北,20:21
G310,高速,南充北,8:05,郑州东,当天18:19,18:24,北京西,21:46
G3101,高速,郑州东,9:46,郑州东,当天09:46,9:46,南京南,13:50
G3102,高速,南京南,14:12,郑州东,当天18:40,18:40,郑州东,18:40
G3103,高速,南京南,14:12,郑州东,当天18:40,18:40,郑州东,18:40
G3105,高速,新乡东,7:06,郑州东,当天07:28,7:33,杭州东,12:54
G3106,高速,杭州东,15:53,郑州东,当天21:50,21:53,新乡东,22:13
G3107,高速,杭州东,15:53,郑州东,当天21:50,21:53,新乡东,22:13
G3108,高速,新乡东,7:06,郑州东,当天07:28,7:33,杭州东,12:54
G3109,高速,郑州东,15:50,郑州东,当天15:50,15:50,杭州,21:48
G3110,高速,杭州,7:16,郑州东,当天13:20,13:20,郑州东,13:20
G3111,高速,杭州,7:16,郑州东,当天13:20,13:20,郑州东,13:20
G3121,高速,郑州东,7:18,郑州东,当天----,7:18,合肥南,10:26
G3122,高速,合肥南,11:00,郑州东,当天14:31,14:31,郑州东,14:31
G3123,高速,郑州东,14:50,郑州东,当天----,14:50,合肥南,18:04
G3124,高速,合肥南,19:03,郑州东,当天22:26,22:26,郑州东,22:26
G315,高速,青岛,7:22,郑州东,当天13:42,13:45,重庆北,22:26
G3151,高速,西安北,8:41,郑州东,当天10:58,11:04,上海虹桥,17:53
G3152,高速,上海虹桥,11:29,郑州东,当天18:18,18:21,西安北,20:36
G3153,高速,上海虹桥,11:29,郑州东,当天18:18,18:21,西安北,20:36
G3154,高速,西安北,8:41,郑州东,当天10:58,11:04,上海虹桥,17:53
G316,高速,重庆北,6:47,郑州东,当天15:04,15:07,青岛,21:18
G3163,高速,兰州西,7:58,郑州东,当天13:31,13:37,上海虹桥,20:15
G3164,高速,上海虹桥,9:44,郑州东,当天16:09,16:12,兰州西,21:33
G3165,高速,上海虹桥,9:44,郑州东,当天16:09,16:12,兰州西,21:33
G3166,高速,兰州西,7:58,郑州东,当天13:31,13:37,上海虹桥,20:15
G3167,高速,西安北,15:40,郑州东,当天17:45,17:54,合肥南,21:32
G3168,高速,合肥南,7:00,郑州东,当天10:36,10:39,西安北,12:51
G3169,高速,合肥南,7:00,郑州东,当天10:36,10:39,西安北,12:51
G317,高速,重庆北,6:47,郑州东,当天15:04,15:07,青岛,21:18
G3170,高速,西安北,15:40,郑州东,当天17:45,17:54,合肥南,21:32
G3171,高速,郑州东,13:50,郑州东,当天----,13:50,宁波,20:45
G3172,高速,宁波,8:05,郑州东,当天15:20,15:20,郑州东,15:20
G3173,高速,宁波,8:05,郑州东,当天15:20,15:20,郑州东,15:20
G3174,高速,郑州东,13:50,郑州东,当天13:50,13:50,宁波,20:45
G3175,高速,西安北,13:11,郑州东,当天15:15,15:29,上海虹桥,22:29
G3176,高速,上海虹桥,6:32,郑州东,当天12:25,12:34,西安北,14:51
G3177,高速,上海虹桥,6:32,郑州东,当天12:25,12:34,西安北,14:51
G3178,高速,西安北,13:11,郑州东,当天15:15,15:29,上海虹桥,22:29
G3179,高速,兰州西,11:05,郑州东,当天16:32,16:36,上海虹桥,22:43
G318,高速,青岛,7:22,郑州东,当天13:42,13:45,重庆北,22:26
G3180,高速,上海虹桥,6:42,郑州东,当天12:30,12:46,兰州西,18:34
G3181,高速,上海虹桥,6:42,郑州东,当天12:30,12:46,兰州西,18:34
G3182,高速,兰州西,11:05,郑州东,当天16:32,16:36,上海虹桥,22:43
G3183,高速,兰州西,6:01,郑州东,当天11:13,11:16,厦门北,20:23
G3184,高速,厦门北,6:50,郑州东,当天16:48,16:51,兰州西,22:28
G3185,高速,厦门北,6:50,郑州东,当天16:48,16:51,兰州西,22:28
G3186,高速,兰州西,6:01,郑州东,当天11:13,11:16,厦门北,20:23
G3191,高速,洛阳龙门,14:03,郑州东,当天14:41,14:47,杭州东,20:46
G3192,高速,杭州东,6:50,郑州东,当天12:53,13:00,洛阳龙门,13:37
G3193,高速,杭州东,6:50,郑州东,当天12:53,13:00,洛阳龙门,13:37
G3194,高速,洛阳龙门,14:03,郑州东,当天14:41,14:47,杭州东,20:46
G3201,高速,汉口,11:45,郑州东,当天15:46,15:46,郑州东,15:46
G3202,高速,郑州东,7:00,郑州东,当天07:00,7:00,汉口,11:25
G3203,高速,郑州东,7:00,郑州东,当天----,7:00,汉口,11:25
G3205,高速,郑州东,17:00,郑州东,当天----,17:00,襄阳东,19:06
G3206,高速,襄阳东,8:00,郑州东,当天09:58,9:58,郑州东,9:58
G3211,高速,郑州东,16:06,郑州东,当天----,16:06,十堰东,19:07
G3213,高速,郑州东,10:19,郑州东,当天10:19,10:19,十堰东,13:19
G3226,高速,烟台,8:43,郑州东,当天16:19,16:23,襄阳东,18:22
G3227,高速,烟台,8:43,郑州东,当天16:19,16:23,襄阳东,18:22
G3228,高速,襄阳东,10:17,郑州东,当天12:28,12:33,烟台,20:33
G3251,高速,南阳东,9:20,郑州东,当天10:56,10:59,上海虹桥,17:33
G3252,高速,上海虹桥,13:24,郑州东,当天19:58,20:01,南阳东,21:32
G3253,高速,上海虹桥,13:24,郑州东,当天19:58,20:01,南阳东,21:32
G3254,高速,南阳东,9:20,郑州东,当天10:56,10:59,上海虹桥,17:33
G349,高速,北京西,15:13,郑州东,当天17:48,17:52,成都东,22:58
G350,高速,成都东,7:00,郑州东,当天12:08,12:13,北京西,14:46
G359,高速,西安北,8:48,郑州东,当天10:39,10:43,上海虹桥,14:45
G360,高速,上海虹桥,8:36,郑州东,当天12:37,12:41,西安北,14:29
G361,高速,上海虹桥,8:36,郑州东,当天12:37,12:41,西安北,14:29
G362,高速,西安北,8:48,郑州东,当天10:39,10:43,上海虹桥,14:45
G363,高速,天津西,7:54,郑州东,当天11:47,11:50,武汉,14:10
G364,高速,武汉,7:50,郑州东,当天10:05,10:23,天津西,13:58
G365,高速,天津西,14:56,郑州东,当天18:31,18:35,武汉,20:41
G366,高速,武汉,14:30,郑州东,当天16:22,16:33,天津西,20:32
G367,高速,郑州,7:33,郑州东,当天07:48,7:52,上海虹桥,12:02
G368,高速,上海虹桥,19:18,郑州东,当天23:17,23:17,郑州东,23:17
G370,高速,郑州,7:33,郑州东,当天07:48,7:52,上海虹桥,12:02
G401,高速,北京西,11:43,郑州东,当天14:58,15:05,贵阳北,22:30
G4017,高速,北京西,17:31,郑州东,当天20:56,20:59,西安北,23:01
G4018,高速,西安北,10:33,郑州东,当天12:39,12:57,北京西,16:37
G402,高速,昆明南,8:26,郑州东,当天18:31,18:34,北京西,21:59
G403,高速,北京西,8:00,郑州东,当天10:30,10:33,昆明南,18:49
G4035,高速,北京西,16:35,郑州东,当天20:02,20:15,西安北,22:22
G4036,高速,西安北,9:50,郑州东,当天12:03,12:36,北京西,16:14
G4037,高速,北京西,10:15,郑州东,当天13:51,13:54,洛阳龙门,14:30
G4038,高速,洛阳龙门,16:51,郑州东,当天17:29,17:40,北京西,21:15
G404,高速,昆明南,8:00,郑州东,当天16:09,16:12,北京西,18:46
G405,高速,北京西,10:05,郑州东,当天13:17,13:20,昆明南,22:31
G4054,高速,西安北,20:46,郑州东,当天23:06,23:10,上海虹桥,3:12
G4055,高速,西安北,17:16,郑州东,当天20:30,20:38,上海虹桥,1:36
G4058,高速,西安北,17:16,郑州东,当天20:30,20:38,上海虹桥,1:36
G406,高速,昆明南,10:58,郑州东,当天20:24,20:30,北京西,23:18
G4072,高速,上海虹桥,20:00,郑州东,第2日00:45,0:45,郑州东,0:45
G4082,高速,郑州东,23:28,郑州东,当天----,23:28,上海虹桥,3:23
G4087,高速,郑州东,22:15,郑州东,当天----,22:15,杭州东,2:16
G4090,高速,郑州东,22:15,郑州东,当天----,22:15,杭州东,2:16
G4091,高速,郑州东,19:46,郑州东,当天----,19:46,上海虹桥,1:23
G4094,高速,郑州东,19:46,郑州东,当天----,19:46,上海虹桥,1:23
G4109,高速,郑州东,20:22,郑州东,当天20:22,20:22,上海虹桥,0:48
G4112,高速,郑州东,20:22,郑州东,当天----,20:22,上海虹桥,0:48
G4195,高速,西安北,16:32,郑州东,当天18:44,18:56,上海虹桥,23:58
G4196,高速,上海虹桥,11:05,郑州东,当天17:33,17:59,西安北,20:02
G4197,高速,上海虹桥,11:05,郑州东,当天17:33,17:59,西安北,20:02
G4198,高速,西安北,16:32,郑州东,当天18:44,18:56,上海虹桥,23:58
G421,高速,北京西,9:05,郑州东,当天12:18,12:21,南宁东,22:15
G422,高速,南宁东,8:25,郑州东,当天18:03,18:06,北京西,20:53
G423,高速,石家庄,7:52,郑州东,当天09:54,9:59,南宁东,19:36
G424,高速,南宁东,9:05,郑州东,当天18:38,18:41,石家庄,20:51
G429,高速,北京西,10:45,郑州东,当天14:03,14:15,兰州西,19:50
G430,高速,兰州西,9:49,郑州东,当天15:37,15:40,北京西,18:53
G4313,高速,郑州东,20:48,郑州东,当天20:48,20:48,杭州东,0:47
G4316,高速,郑州东,20:48,郑州东,当天----,20:48,杭州东,0:47
G4322,高速,上海虹桥,20:20,郑州东,第2日00:52,0:56,西安北,2:44
G4329,高速,郑州东,21:11,郑州东,当天----,21:11,上海虹桥,1:15
G4332,高速,郑州东,21:11,郑州东,当天----,21:11,上海虹桥,1:15
G4338,高速,上海虹桥,23:43,郑州东,第2日03:37,3:40,西安北,5:31
G437,高速,北京西,6:27,郑州东,当天09:10,9:14,兰州西,13:40
G438,高速,兰州西,14:26,郑州东,当天18:51,18:54,北京西,21:42
G439,高速,郑州东,7:50,郑州东,当天----,7:50,桂林北,15:10
G440,高速,桂林北,15:44,郑州东,当天23:12,23:12,郑州东,23:12
G465,高速,济南东,7:25,郑州东,当天11:54,12:06,昆明南,22:13
G466,高速,昆明南,7:16,郑州东,当天17:21,17:26,济南东,22:15
G4665,高速,郑州东,19:55,郑州东,当天----,19:55,广州南,2:10
G468,高速,济南东,7:25,郑州东,当天11:54,12:06,昆明南,22:13
G4710,高速,西安北,20:41,郑州东,当天23:00,23:03,上海虹桥,3:05
G4718,高速,上海虹桥,20:07,郑州东,第2日00:39,0:43,西安北,2:31
G4733,高速,郑州东,21:25,郑州东,当天----,21:25,上海虹桥,1:31
G4736,高速,郑州东,21:25,郑州东,当天----,21:25,上海虹桥,1:31
G4745,高速,郑州东,19:36,郑州东,当天19:36,19:36,杭州东,23:53
G4748,高速,郑州东,19:36,郑州东,当天----,19:36,杭州东,23:53
G4789,高速,郑州东,19:03,郑州东,当天----,19:03,广州南,1:55
G4817,高速,北京西,21:27,郑州东,第2日00:36,0:40,武汉,2:25
G4820,高速,武汉,23:22,郑州东,第2日01:07,1:11,北京西,3:45
G483,高速,瑞金,9:15,郑州东,当天18:11,18:14,北京西,21:26
G4838,高速,郑州东,22:54,郑州东,当天----,22:54,北京西,1:35
G484,高速,北京西,7:03,郑州东,当天10:22,10:26,瑞金,19:12
G4842,高速,洛阳龙门,23:39,郑州东,第2日00:17,0:22,北京西,2:56
G4846,高速,兰州西,21:23,郑州东,第2日02:33,2:53,北京西,5:44
G4847,高速,北京西,23:36,郑州东,第2日02:18,2:18,郑州东,2:18
G485,高速,北京西,7:03,郑州东,当天10:22,10:26,瑞金,19:12
G4856,高速,西安北,22:52,郑州东,第2日00:42,0:45,北京西,3:19
G486,高速,瑞金,9:15,郑州东,当天18:11,18:14,北京西,21:26
G4868,高速,西安北,22:58,郑州东,第2日00:48,0:51,北京西,3:25
G487,高速,北京西,10:52,郑州东,当天13:34,13:37,南昌西,17:21
G4870,高速,西安北,23:13,郑州东,第2日01:03,1:06,北京西,3:40
G488,高速,南昌西,10:49,郑州东,当天14:31,14:34,北京西,17:06
G491,高速,北京西,12:33,郑州东,当天16:05,16:13,赣州西,22:24
G492,高速,赣州西,12:47,郑州东,当天19:21,19:24,北京西,22:42
G4952,高速,武汉,19:08,郑州东,当天21:20,21:27,北京西,0:31
G4956,高速,武汉,19:59,郑州东,当天22:13,22:17,北京西,1:06
G4967,高速,西安北,17:54,郑州东,当天20:09,20:32,上海虹桥,2:14
G4970,高速,西安北,17:54,郑州东,当天20:09,20:32,上海虹桥,2:14
G502,高速,长沙南,7:36,郑州东,当天10:59,11:03,北京西,14:24
G503,高速,北京西,14:41,郑州东,当天17:41,17:44,长沙南,21:14
G505,高速,北京西,15:40,郑州东,当天18:54,18:57,长沙南,22:32
G506,高速,长沙南,15:06,郑州东,当天18:43,18:48,北京西,22:04
G507,高速,北京西,6:43,郑州东,当天10:07,10:10,汉口,12:20
G508,高速,汉口,7:10,郑州东,当天09:29,9:32,北京西,12:28
G509,高速,北京西,19:00,郑州东,当天21:31,21:34,汉口,23:24
G510,高速,武汉,8:10,郑州东,当天10:27,10:33,北京西,13:39
G511,高速,北京西,9:27,郑州东,当天12:53,12:56,汉口,14:55
G512,高速,汉口,9:21,郑州东,当天11:29,11:32,北京西,14:56
G516,高速,武汉,13:30,郑州东,当天15:15,15:18,北京西,17:50
G517,高速,北京西,11:58,郑州东,当天15:22,15:40,武汉,17:37
G518,高速,汉口,12:45,郑州东,当天14:50,14:53,北京西,17:46
G519,高速,北京西,16:30,郑州东,当天19:43,19:46,武汉,21:59
G520,高速,汉口,7:00,郑州东,当天08:50,8:53,北京西,11:27
G521,高速,北京西,15:23,郑州东,当天18:36,18:47,汉口,21:28
G524,高速,汉口,15:20,郑州东,当天17:30,17:34,北京西,20:43
G525,高速,北京西,17:14,郑州东,当天20:26,20:29,汉口,22:49
G527,高速,北京西,18:14,郑州东,当天21:04,21:07,武汉,22:52
G528,高速,武汉,17:59,郑州东,当天19:59,20:03,北京西,23:22
G529,高速,北京西,8:34,郑州东,当天11:10,11:14,北海,20:59
G530,高速,北海,9:50,郑州东,当天20:08,20:13,北京西,22:47
G531,高速,石家庄,9:14,郑州东,当天10:58,11:06,深圳北,19:15
G532,高速,深圳北,9:45,郑州东,当天16:42,16:55,石家庄,18:45
G533,高速,北京西,13:02,郑州东,当天15:32,15:35,邵阳,20:03
G534,高速,长沙南,7:10,郑州东,当天10:44,10:47,北京西,14:19
G541,高速,郑州东,8:25,郑州东,当天----,8:25,广州南,14:56
G542,高速,珠海,8:45,郑州东,当天16:16,16:16,郑州东,16:16
G544,高速,广州南,13:56,郑州东,当天20:41,20:41,郑州东,20:41
G545,高速,郑州东,14:05,郑州东,当天----,14:05,珠海,21:55
G546,高速,广州南,14:13,郑州东,当天20:59,20:59,郑州东,20:59
G547,高速,郑州东,16:44,郑州东,当天----,16:44,广州南,23:43
G548,高速,广州南,16:23,郑州东,当天23:07,23:07,郑州东,23:07
G555,高速,北京西,12:56,郑州东,当天15:27,15:30,宜昌东,19:27
G556,高速,宜昌东,8:18,郑州东,当天13:06,13:12,北京西,16:46
G557,高速,北京西,11:07,郑州东,当天14:20,14:31,武汉,17:46
G558,高速,武汉,18:10,郑州东,当天20:35,20:40,北京西,23:34
G561,高速,北京西,16:53,郑州东,当天20:14,20:14,郑州东,20:14
G562,高速,许昌东,8:52,郑州东,当天09:15,9:19,北京西,12:32
G563,高速,北京西,17:19,郑州东,当天20:37,20:37,郑州东,20:37
G564,高速,洛阳龙门,8:54,郑州东,当天09:45,9:48,北京西,13:14
G565,高速,北京西,18:28,郑州东,当天21:57,21:57,郑州东,21:57
G567,高速,北京西,19:16,郑州东,当天22:39,22:39,郑州东,22:39
G571,高速,北京西,9:22,郑州东,当天12:49,12:55,重庆西,20:34
G572,高速,黄冈东,9:53,郑州东,当天12:38,12:42,北京西,15:54
G573,高速,北京西,16:18,郑州东,当天19:24,19:29,黄冈东,22:05
G574,高速,重庆西,8:27,郑州东,当天16:21,16:27,北京西,19:53
G585,高速,北京西,16:23,郑州东,当天19:56,20:00,武汉,22:11
G586,高速,武汉,10:42,郑州东,当天12:28,12:31,北京西,15:21
G587,高速,北京西,14:48,郑州东,当天18:14,18:17,武汉,20:35
G588,高速,武汉,8:30,郑州东,当天10:14,10:17,北京西,12:42
G65,高速,北京西,10:33,郑州东,当天13:45,13:51,珠海,21:28
G651,高速,北京西,6:58,郑州东,当天10:19,10:28,西安北,12:46
G652,高速,西安北,7:50,郑州东,当天09:55,10:01,北京西,13:27
G653,高速,北京西,7:43,郑州东,当天11:18,11:21,西安北,13:51
G655,高速,北京西,9:43,郑州东,当天13:14,13:21,西安北,15:38
G656,高速,西安北,10:03,郑州东,当天12:22,12:25,北京西,15:33
G658,高速,西安北,12:43,郑州东,当天14:55,15:03,北京西,18:26
G659,高速,北京西,11:53,郑州东,当天15:19,15:24,西安北,17:35
G66,高速,广州南,10:00,郑州东,当天15:25,15:28,北京西,18:00
G660,高速,西安北,11:07,郑州东,当天13:25,13:28,北京西,16:51
G6602,高速,郑州东,7:44,郑州东,当天----,7:44,安阳东,8:32
G6606,高速,郑州东,21:11,郑州东,当天21:11,21:11,商丘,22:22
G6607,高速,郑州东,7:11,郑州东,当天----,7:11,许昌东,7:33
G6609,高速,郑州东,8:07,郑州东,当天----,8:07,许昌东,8:29
G661,高速,北京西,13:50,郑州东,当天17:27,17:31,西安北,19:46
G6613,高速,郑州东,17:24,郑州东,当天----,17:24,洛阳龙门,18:01
G6619,高速,郑州东,7:41,郑州东,当天----,7:41,洛阳龙门,8:17
G662,高速,西安北,10:43,郑州东,当天12:58,13:03,北京西,16:41
G6620,高速,洛阳龙门,21:43,郑州东,当天22:20,22:20,郑州东,22:20
G6624,高速,郑州东,6:26,郑州东,当天----,6:26,新乡东,6:46
G663,高速,北京西,15:45,郑州东,当天19:00,19:04,西安北,21:23
G6631,高速,郑州东,14:30,郑州东,当天----,14:30,周口东,15:42
G6632,高速,周口东,16:00,郑州东,当天17:20,17:20,郑州东,17:20
G6637,高速,郑州东,8:11,郑州东,当天----,8:11,沈丘北,9:54
G6638,高速,沈丘北,10:17,郑州东,当天12:09,12:09,郑州东,12:09
G664,高速,西安北,14:38,郑州东,当天16:50,17:08,北京西,20:20
G6643,高速,郑州东,18:16,郑州东,当天----,18:16,周口东,19:22
G6644,高速,周口东,19:55,郑州东,当天21:07,21:07,郑州东,21:07
G6646,高速,周口东,10:00,郑州东,当天10:59,10:59,郑州东,10:59
G6647,高速,郑州东,11:20,郑州东,当天----,11:20,周口东,12:26
G6649,高速,郑州东,14:17,郑州东,当天----,14:17,沈丘北,16:00
G665,高速,北京西,16:00,郑州东,当天19:20,19:28,西安北,21:45
G6650,高速,沈丘北,16:21,郑州东,当天18:13,18:13,郑州东,18:13
G6651,高速,郑州东,18:36,郑州东,当天----,18:36,周口东,19:42
G6655,高速,郑州东,11:31,郑州东,当天----,11:31,沈丘北,12:54
G6657,高速,郑州东,15:05,郑州东,当天----,15:05,沈丘北,16:32
G6658,高速,沈丘北,16:56,郑州东,当天18:33,18:33,郑州东,18:33
G666,高速,西安北,16:02,郑州东,当天18:13,18:19,北京西,21:31
G667,高速,北京西,11:19,郑州东,当天14:53,14:56,西安北,17:08
G668,高速,西安北,17:35,郑州东,当天19:49,19:52,北京西,22:58
G6681,高速,郑州东,6:34,郑州东,当天----,6:34,三门峡南,7:45
G6682,高速,三门峡南,8:13,郑州东,当天09:30,9:30,郑州东,9:30
G6683,高速,郑州东,10:05,郑州东,当天----,10:05,三门峡南,11:14
G6684,高速,三门峡南,11:33,郑州东,当天12:44,12:44,郑州东,12:44
G6685,高速,郑州东,13:43,郑州东,当天----,13:43,三门峡南,14:58
G6686,高速,三门峡南,15:51,郑州东,当天17:02,17:18,安阳东,18:06
G6687,高速,安阳东,18:48,郑州东,当天19:37,19:45,洛阳龙门,20:21
G6688,高速,洛阳龙门,20:41,郑州东,当天21:19,21:19,郑州东,21:19
G669,高速,北京西,17:08,郑州东,当天20:33,20:40,西安北,22:44
G6692,高速,南阳东,10:10,郑州东,当天11:42,11:50,安阳东,12:56
G6693,高速,安阳东,13:46,郑州东,当天14:42,14:45,南阳东,16:15
G6694,高速,南阳东,16:35,郑州东,当天17:49,17:59,安阳东,19:06
G6695,高速,安阳东,20:16,郑州东,当天21:16,21:16,郑州东,21:16
G6698,高速,洛阳龙门,16:50,郑州东,当天17:27,17:27,郑州东,17:27
G6699,高速,郑州东,17:59,郑州东,当天----,17:59,洛阳龙门,18:35
G67,高速,北京西,12:13,郑州东,当天15:48,15:51,广州南,22:21
G670,高速,西安北,17:59,郑州东,当天20:20,20:25,北京西,23:29
G671,高速,北京西,7:49,郑州东,当天11:24,11:27,宝鸡南,15:19
G672,高速,宝鸡南,7:55,郑州东,当天11:36,11:39,北京西,15:11
G673,高速,北京西,14:28,郑州东,当天18:09,18:16,宝鸡南,21:50
G674,高速,宝鸡南,16:00,郑州东,当天19:43,19:46,北京西,23:09
G68,高速,珠海,10:11,郑州东,当天17:47,17:53,北京西,21:10
G685,高速,太原南,17:38,郑州东,当天21:23,21:23,郑州东,21:23
G686,高速,郑州东,13:17,郑州东,当天----,13:17,太原南,17:16
G687,高速,郑州东,13:17,郑州东,当天----,13:17,太原南,17:16
G688,高速,太原南,17:38,郑州东,当天21:23,21:23,郑州东,21:23
G69,高速,北京西,13:07,郑州东,当天16:17,16:20,广州南,22:31
G691,高速,太原南,16:37,郑州东,当天20:19,20:22,武汉,22:29
G692,高速,武汉,9:48,郑州东,当天12:00,12:20,太原南,16:00
G693,高速,武汉,9:48,郑州东,当天12:00,12:20,太原南,16:00
G694,高速,太原南,16:37,郑州东,当天20:19,20:22,武汉,22:29
G695,高速,太原南,10:46,郑州东,当天14:36,14:43,长沙南,18:25
G696,高速,长沙南,9:23,郑州东,当天14:05,14:12,太原南,17:55
G697,高速,长沙南,9:23,郑州东,当天14:05,14:12,太原南,17:55
G698,高速,太原南,10:46,郑州东,当天14:36,14:43,长沙南,18:25
G70,高速,广州南,12:50,郑州东,当天19:06,19:14,北京西,22:28
G71,高速,北京西,7:26,郑州东,当天10:53,10:57,福田,18:04
G72,高速,福田,7:02,郑州东,当天14:55,14:58,北京西,18:22
G73,高速,安阳东,9:45,郑州东,当天10:45,10:48,深圳北,17:44
G74,高速,深圳北,8:41,郑州东,当天16:02,16:02,郑州东,16:02
G76,高速,深圳北,15:47,郑州东,当天22:47,22:47,郑州东,22:47
G79,高速,北京西,10:00,郑州东,当天12:31,12:34,香港西九龙,18:58
G7961,高速,郑州东,7:55,郑州东,当天----,7:55,邓州东,9:45
G7962,高速,邓州东,10:05,郑州东,当天11:41,11:41,郑州东,11:41
G7963,高速,郑州东,12:01,郑州东,当天----,12:01,邓州东,13:58
G7964,高速,邓州东,14:15,郑州东,当天15:58,15:58,郑州东,15:58
G7965,高速,郑州东,16:40,郑州东,当天----,16:40,邓州东,18:30
G7966,高速,邓州东,18:50,郑州东,当天20:33,20:33,郑州东,20:33
G80,高速,香港西九龙,8:05,郑州东,当天14:26,14:29,北京西,17:01
G801,高速,北京西,9:15,郑州东,当天11:43,12:03,商丘,13:23
G802,高速,郑州,7:39,郑州东,当天07:55,8:00,北京西,10:25
G804,高速,北京西,9:15,郑州东,当天11:43,12:03,商丘,13:23
G805,高速,北京西,13:30,郑州东,当天15:55,15:55,郑州东,15:55
G806,高速,郑州,13:39,郑州东,当天13:55,14:00,北京西,16:26
G807,高速,北京西,20:00,郑州东,当天22:25,22:25,郑州东,22:25
G808,高速,洛阳龙门,18:21,郑州东,当天18:59,19:08,北京西,21:35
G81,高速,北京西,9:00,郑州东,当天11:31,11:34,昆明南,20:11
G82,高速,贵阳北,8:37,郑州东,当天14:44,14:48,北京西,17:21
G83,高速,北京西,8:55,郑州东,当天11:26,11:29,长沙南,14:38
G84,高速,邵阳,7:38,郑州东,当天12:05,12:08,北京西,14:41
G847,高速,洛阳龙门,7:41,郑州东,当天08:55,9:17,广州南,15:47
G850,高速,洛阳龙门,7:41,郑州东,当天08:55,9:17,广州南,15:47
G859,高速,西安北,11:40,郑州东,当天13:52,13:56,福州,21:51
G860,高速,福州,11:30,郑州东,当天18:55,18:59,西安北,21:18
G861,高速,福州,11:30,郑州东,当天18:55,18:59,西安北,21:18
G862,高速,西安北,11:40,郑州东,当天13:52,13:56,福州,21:51
G87,高速,北京西,14:00,郑州东,当天16:28,16:31,西安北,18:20
G88,高速,西安北,13:30,郑州东,当天15:20,15:23,北京西,17:55
G89,高速,北京西,6:53,郑州东,当天09:29,9:32,成都东,14:38
G90,高速,成都东,15:02,郑州东,当天20:14,20:18,北京西,22:52
G9197,高速,商丘,21:07,郑州东,当天22:12,22:12,郑州东,22:12
