车次,等级,始发站,始发时间,经过站,经过站到达时间,经过站发车时间,终到站,到达时间,duration,arrival,train
G7540,高速,苍南,8:20,上海虹桥,当天13:09,13:09,上海虹桥,13:09,289,789,
G7542,高速,台州,11:48,上海虹桥,当天15:16,15:16,上海虹桥,15:16,208,916,
G7546,高速,温州南,11:20,上海虹桥,当天15:32,15:32,上海虹桥,15:32,252,932,
G7550,高速,平阳,14:18,上海虹桥,当天19:31,19:31,上海虹桥,19:31,313,1171,
G7552,高速,千岛湖,6:11,上海虹桥,当天08:22,8:22,上海虹桥,8:22,131,502,
G7554,高速,千岛湖,6:43,上海虹桥,当天09:01,9:01,上海虹桥,9:01,138,541,
G7556,高速,杭州东,6:48,上海虹桥,当天08:03,8:03,上海虹桥,8:03,75,483,
G7558,高速,杭州东,6:59,上海虹桥,当天08:12,8:12,上海虹桥,8:12,73,492,
G7560,高速,杭州东,15:29,上海虹桥,当天16:25,16:25,上海虹桥,16:25,56,985,
G7787,高速,界首南,7:05,上海虹桥,当天11:09,11:09,上海虹桥,11:09,244,669,
G7790,高速,界首南,7:05,上海虹桥,当天11:09,11:09,上海虹桥,11:09,244,669,
G86,高速,广州南,8:00,上海虹桥,当天14:48,14:48,上海虹桥,14:48,408,888,
G9,高速,北京南,12:00,上海虹桥,当天16:36,16:36,上海虹桥,16:36,276,996,
G9271,高速,安庆,10:49,上海虹桥,当天15:30,15:30,上海虹桥,15:30,281,930,
G9274,高速,安庆,10:49,上海虹桥,当天15:30,15:30,上海虹桥,15:30,281,930,
G9310,高速,杭州东,17:40,上海虹桥,当天18:53,18:53,上海虹桥,18:53,73,1133,
G9411,高速,淮北,13:51,上海虹桥,当天17:25,17:25,上海虹桥,17:25,214,1045,
G9414,高速,淮北,13:51,上海虹桥,当天17:25,17:25,上海虹桥,17:25,214,1045,
G9415,高速,蚌埠南,15:49,上海虹桥,当天18:21,18:21,上海虹桥,18:21,152,1101,
G9467,高速,徐州东,5:52,上海虹桥,当天08:59,8:59,上海虹桥,8:59,187,539,
G9471,高速,阜阳西,17:23,上海虹桥,当天21:31,21:31,上海虹桥,21:31,248,1291,CRH380BL3784
G9474,高速,阜阳西,17:23,上海虹桥,当天21:31,21:31,上海虹桥,21:31,248,1291,
