车次,等级,始发站,始发时间,经过站,经过站到达时间,经过站发车时间,终到站,到达时间,duration,arrival,train
D683,动车,厦门,13:37,深圳北,当天17:17,17:17,深圳北,17:17,220,1037,
D685,动车,厦门,10:47,深圳北,当天14:36,14:36,深圳北,14:36,229,876,CRH1AA1173
D687,动车,厦门,13:55,深圳北,当天17:40,17:40,深圳北,17:40,225,1060,CRH1AA1173
D689,动车,厦门北,8:31,深圳北,当天12:08,12:08,深圳北,12:08,217,728,CRH1AA1227
D691,动车,厦门,17:44,深圳北,当天21:43,21:43,深圳北,21:43,239,1303,CRH1AA1227
D7309,动车,梅州西,7:45,深圳北,当天11:08,11:08,深圳北,11:08,203,668,CRH1AA1169
D7311,动车,梅州西,14:55,深圳北,当天18:05,18:05,深圳北,18:05,190,1085,CRH1AA1175
D7315,动车,梅州西,10:20,深圳北,当天13:47,13:47,深圳北,13:47,207,827,CRH1AA1260
D7317,动车,梅州西,18:05,深圳北,当天21:28,21:28,深圳北,21:28,203,1288,CRH1AA1260
D7351,动车,潮汕,6:14,深圳北,当天08:18,8:18,深圳北,8:18,124,498,CRH1AA1221
D7353,动车,潮汕,7:18,深圳北,当天09:21,9:21,深圳北,9:21,123,561,
D7355,动车,潮汕,8:02,深圳北,当天10:05,10:05,深圳北,10:05,123,605,CRH1A@371
D7357,动车,潮汕,7:40,深圳北,当天09:52,9:52,深圳北,9:52,132,592,CRH1AA1256
D7359,动车,潮汕,7:13,深圳北,当天09:16,9:16,深圳北,9:16,123,556,CRH1A1154
D7361,动车,潮汕,8:19,深圳北,当天10:30,10:30,深圳北,10:30,131,630,CRH2B2113
D7409,动车,潮汕,15:24,深圳北,当天17:24,17:24,深圳北,17:24,120,1044,CRH1AA@228
D7414,动车,汕头,12:20,深圳北,当天15:04,15:04,深圳北,15:04,164,904,CRH1AA1175
D7415,动车,汕头,12:20,深圳北,当天15:04,15:04,深圳北,15:04,164,904,CRH1AA1175
D7423,动车,潮汕,6:25,深圳北,当天08:31,8:31,深圳北,8:31,126,511,CR400BF5019
D7425,动车,饶平,15:21,深圳北,当天17:52,17:52,深圳北,17:52,151,1072,CRH1A1090
D7427,动车,饶平,21:17,深圳北,当天23:33,23:33,深圳北,23:33,136,1413,CRH1A1090
D7438,动车,汕头,7:43,深圳北,当天10:25,10:25,深圳北,10:25,162,625,CRH1AA1247
D7439,动车,汕头,7:43,深圳北,当天10:25,10:25,深圳北,10:25,162,625,CRH1AA1247
D7446,动车,汕头,19:05,深圳北,当天21:48,21:48,深圳北,21:48,163,1308,CRH1AA1225
D7447,动车,汕头,19:05,深圳北,当天21:48,21:48,深圳北,21:48,163,1308,CRH1AA1225
D901,动车,北京西,20:10,深圳北,第2日07:06,7:06,深圳北,7:06,2096,426,CRH2E2126
D903,动车,北京西,20:15,深圳北,第2日07:11,7:11,深圳北,7:11,2096,431,CRH2E2128
D905,动车,上海,19:34,深圳北,第2日06:46,6:46,深圳北,6:46,2112,406,CRH1E1068
D909,动车,北京西,20:20,深圳北,第2日07:16,7:16,深圳北,7:16,2096,436,CRH2E2131
D927,动车,北京西,20:25,深圳北,第2日07:40,7:40,深圳北,7:40,2115,460,CRH2E2133
D959,动车,厦门北,13:30,深圳北,当天16:55,16:55,深圳北,16:55,205,1015,CRH2E2125
G1001,高速,武汉,7:25,深圳北,当天12:11,12:11,深圳北,12:11,286,731,CRH380AL2623
G1003,高速,武汉,7:55,深圳北,当天12:42,12:42,深圳北,12:42,287,762,CRH380AL2583
G1005,高速,武汉,8:12,深圳北,当天13:02,13:02,深圳北,13:02,290,782,CR400AF2157
G1007,高速,武汉,9:30,深圳北,当天14:34,14:34,深圳北,14:34,304,874,CRH380AL2585
G1009,高速,武汉,9:41,深圳北,当天14:45,14:45,深圳北,14:45,304,885,CRH380AL2576
G1013,高速,武汉,12:07,深圳北,当天17:02,17:02,深圳北,17:02,295,1022,CR400AFA2106
G1015,高速,武汉,13:40,深圳北,当天18:28,18:28,深圳北,18:28,288,1108,CR400AF2038
G1017,高速,武汉,14:39,深圳北,当天19:31,19:31,深圳北,19:31,292,1171,CR400AF2038
G1019,高速,武汉,15:45,深圳北,当天20:47,20:47,深圳北,20:47,302,1247,
G1021,高速,武汉,16:58,深圳北,当天22:02,22:02,深圳北,22:02,304,1322,CR400AFA2106
G1031,高速,宜昌东,8:37,深圳北,当天16:45,16:45,深圳北,16:45,488,1005,
G1034,高速,宜昌东,8:37,深圳北,当天16:45,16:45,深圳北,16:45,488,1005,CRH380AL2576
G1035,高速,宜昌东,7:33,深圳北,当天15:57,15:57,深圳北,15:57,504,957,
G1038,高速,宜昌东,7:33,深圳北,当天15:57,15:57,深圳北,15:57,504,957,CRH380AL2579
G1311,高速,重庆北,7:50,深圳北,当天20:25,20:25,深圳北,20:25,755,1225,CR400AFA2067
G1314,高速,重庆北,7:50,深圳北,当天20:25,20:25,深圳北,20:25,755,1225,CR400AFA2067
G1601,高速,阜阳西,8:01,深圳北,当天19:30,19:30,深圳北,19:30,689,1170,CR400BF5019
G1603,高速,南京南,8:40,深圳北,当天19:39,19:39,深圳北,19:39,659,1179,CR400BF3059
G279,高速,济南西,7:35,深圳北,当天18:59,18:59,深圳北,18:59,684,1139,CRH380BL5509
G2901,高速,桂林北,10:51,深圳北,当天14:02,14:02,深圳北,14:02,191,842,CR400AF2043
G2903,高速,桂林北,15:25,深圳北,当天18:33,18:33,深圳北,18:33,188,1113,CR400AF1016
G2907,高速,柳州,8:00,深圳北,当天12:32,12:32,深圳北,12:32,272,752,CRH380A2715
G2910,高速,柳州,8:00,深圳北,当天12:32,12:32,深圳北,12:32,272,752,CRH380A2715
G2911,高速,南宁东,8:33,深圳北,当天12:01,12:01,深圳北,12:01,208,721,CRH380A2851
G2913,高速,南宁东,11:52,深圳北,当天15:52,15:52,深圳北,15:52,240,952,CRH380A2851
G2917,高速,北海,18:12,深圳北,当天23:34,23:34,深圳北,23:34,322,1414,
G2920,高速,北海,18:12,深圳北,当天23:34,23:34,深圳北,23:34,322,1414,CRH380A2719
G2921,高速,昆明南,7:53,深圳北,当天15:05,15:05,深圳北,15:05,432,905,
G2924,高速,昆明南,7:53,深圳北,当天15:05,15:05,深圳北,15:05,432,905,
G2925,高速,昆明南,15:23,深圳北,当天22:29,22:29,深圳北,22:29,426,1349,CRH2A2330
G2928,高速,昆明南,15:23,深圳北,当天22:29,22:29,深圳北,22:29,426,1349,CRH2A2330
G2929,高速,贵阳北,8:44,深圳北,当天14:28,14:28,深圳北,14:28,344,868,CRH380A2776
G3141,高速,合肥南,10:31,深圳北,当天21:14,21:14,深圳北,21:14,643,1274,CRH380B3581
G531,高速,石家庄,9:14,深圳北,当天19:15,19:15,深圳北,19:15,601,1155,CR400AF2033
G549,高速,焦作,13:30,深圳北,当天21:39,21:39,深圳北,21:39,489,1299,
G551,高速,漯河西,8:00,深圳北,当天15:00,15:00,深圳北,15:00,420,900,CR400AF2157
G5602,高速,香港西九龙,17:55,深圳北,当天18:15,18:15,深圳北,18:15,20,1095,
G5604,高速,香港西九龙,19:25,深圳北,当天19:43,19:43,深圳北,19:43,18,1183,
G5606,高速,香港西九龙,15:39,深圳北,当天16:03,16:03,深圳北,16:03,24,963,CRH2A2038
G5608,高速,香港西九龙,18:54,深圳北,当天19:12,19:12,深圳北,19:12,18,1152,CR400AF@004
G5610,高速,香港西九龙,7:20,深圳北,当天07:38,7:38,深圳北,7:38,18,458,
G5612,高速,香港西九龙,22:02,深圳北,当天22:26,22:26,深圳北,22:26,24,1346,
