MFR,MET,max_pop2,MDB,avg_a_spd,ATR,cong_time,max_pop,MRD,avg_dsr_spd,cong_ratio,avg_duration,avg_spd_ratio,max_time
167.4,280.46666666666664,183.6021505376344,1.7239638548134684,0.6268725597202582,2.3666134566540293,123.4,190.2,124.93333333333334,1.368878492777778,0.05753353851763186,111.63787037037036,0.46763450858997524,181.66666666666666
152.73333333333332,293.73333333333335,171.10967741935485,1.606663637740421,0.6008593455202843,2.6710302542549917,119.0,177.93333333333334,132.2,1.51943886712963,0.08708398169027819,113.77046296296297,0.44314672071542255,188.86666666666667
191.66666666666666,248.33333333333334,152.24946236559143,1.429572416578323,0.6125797376870122,2.5132266480299195,84.2,159.93333333333334,102.8,1.4696760023703699,0.0813839543808605,106.59750000000001,0.4802893379258837,166.73333333333332
129.6,331.8666666666667,191.36989247311826,1.7969003988086223,0.5623333176954521,2.8119479043565843,152.26666666666668,198.33333333333334,158.6,1.475646960462963,0.06952028868966399,126.08527777777779,0.4192901000109813,210.66666666666666
171.6,256.2,81.94408602150538,0.7694280377606137,0.7458313612334141,1.8700956117500342,0.0,89.26666666666667,113.6,1.3408119371296296,0.213355304185011,84.1836111111111,0.5624861463574823,179.26666666666668
189.2,248.0,128.42150537634407,1.205835731233278,0.6524240343963896,2.1860061888319158,43.666666666666664,135.93333333333334,104.8,1.3817240220277778,0.09831017607898815,99.01324074074074,0.5145761384340205,184.06666666666666
200.2,240.8,164.9483870967742,1.548811146448584,0.6348842142239447,2.1934875828893223,97.46666666666667,172.26666666666668,96.66666666666667,1.3167653961203705,0.07676839735534795,101.80916666666667,0.49969784329140676,164.73333333333332
152.13333333333333,301.2,217.6752688172043,2.0438992377202285,0.5679946350914232,2.5470781896445476,148.26666666666668,224.93333333333334,137.4,1.3437778588888891,0.03749544908627605,124.55250000000001,0.4358015711246124,187.93333333333334
177.86666666666667,267.8666666666667,164.352688172043,1.5432177293149578,0.622104461638087,2.503579866142515,102.0,171.8,113.73333333333333,1.4724400593518514,0.09030933610042997,108.41666666666669,0.4665500281601257,174.13333333333333
150.73333333333332,304.1333333333333,209.81720430107526,1.9701145943762934,0.5645624635985125,2.9073800706524513,146.8,216.6,138.53333333333333,1.5219945473148142,0.061019356501432136,126.57787037037039,0.414706801801846,185.0
162.6,277.4,136.14838709677417,1.2783886112373166,0.6334802536701779,2.4524116912097442,69.33333333333333,142.66666666666666,121.73333333333333,1.4947077471111112,0.12519033868786322,105.98787037037037,0.48104686041704264,185.86666666666667
178.8,271.46666666666664,219.3161290322581,2.059306375889747,0.5556263086780693,2.885728832365006,126.66666666666667,226.6,120.2,1.5064762988888891,0.04042899987665461,125.63935185185184,0.4286506023486097,165.73333333333332
147.46666666666667,312.26666666666665,219.0193548387097,2.056519763743753,0.5160732021222096,3.234638187086153,151.66666666666666,225.8,146.53333333333333,1.5537389565277773,0.04082813370223793,145.3437037037037,0.40713082063604145,168.66666666666666
193.66666666666666,237.33333333333334,114.23010752688172,1.0725831692664949,0.6739784279464504,2.30645487853893,14.866666666666667,120.26666666666667,100.93333333333334,1.5170082998425929,0.09702810092129417,93.82981481481481,0.4955028837481777,179.13333333333333
166.86666666666667,287.4,189.19569892473118,1.7764854359129685,0.5656690107910277,2.72036144119253,125.53333333333333,196.0,126.33333333333333,1.43918511425,0.07126948366041339,124.62638888888887,0.448033664787263,166.4
172.6,266.93333333333334,123.15053763440861,1.1563430763794236,0.6529457488578323,2.303761001769617,40.06666666666667,131.2,116.0,1.4548864442592588,0.15632940409425677,100.62425925925923,0.4976475706774046,174.86666666666667
165.26666666666668,270.3333333333333,139.69032258064516,1.3116462214145086,0.6457084044625765,2.4754683813873988,77.53333333333333,147.2,119.53333333333333,1.5284685969444445,0.09872946094306355,102.09925925925926,0.47139755267147715,190.46666666666667
164.93333333333334,279.3333333333333,137.8279569892473,1.2941592205563126,0.624411656301744,2.3362898283714117,82.93333333333334,144.0,122.86666666666666,1.3977680971574074,0.12140023585917407,107.58805555555554,0.49126239677803407,185.0
